Umbrella_Name,Fund_Name,Fund_Class,Valuation_Date,BASECurrency,QUOTCurrency,NAV_per_unit,Previous_NAV_per_unit,Change_in_NAV_per_unit,Change_Percent_in_NAV_per_unit,Client_Offer_Price,Client_Offer_Percentage,Income_Aktien,Total_NAV_per_Class_Base_Ccy,Total_Net_Assets_per_Class_MIL,Units_In_Issue,DIV_Flag,Cutas,FT,ISIN,BloombergTicker,VN,FMSedols,ISESedols,EuroClearCedel,Bundesamt,Sicovam,AFCCodes,WKN,Annualised_1_Day_Yield,clio_fund_id,Distribution_rate_per_share,Accum_Deemed_Distrib,Cap_Per_Unit,Inc_Per_Unit,Fund_Title,IFAST_account_number,IFAST_account_class,Income_Zwish,Unrounded_Quotations_NAV,Unrounded_Base_NAV,Exchange_Rate,ExpenseRatio,DividendtoMonthMethod,FundType,AccrualDate,MillRate,DailyDividend,DividendMonthtodate,DayYield1,DayYield7,DayYield30,MCH_account_number,MCH_account_class,Income_IG,Total_NAV_Per_Fund,AG2,TIS,TID,CUSIP,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Preferred Securities Fund,AUD Hedged I Class Income Units,05/05/2023,USD,AUD,10.57,10.57,.00,.00,,,.00,1508447.25,1.51,211751.909,,,,IE00B2NGK318,PGPSAHI ID,,,B2NGK31,,,,,A2JNGP,,,,,,,PGIF PREFERRED SECURITIES FUND,,,.0000,10.565355,7.123654,1.483137,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,3912396853,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Preferred Securities Fund,AUD Hedged I Class Accumulation Units,05/05/2023,USD,AUD,14.07,14.08,-.01,-.07,,,.00,302394.66,.30,31873.894,,,,IE00B2NGK425,PPSAUHI ID,,,B2NGK42,,,,,A2JNGL,,,,,,,PGIF PREFERRED SECURITIES FUND,,,.0000,14.070849,9.487220,1.483137,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,3912396853,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Preferred Securities Fund,AUD Hedged A Class Income,05/05/2023,USD,AUD,10.03,10.03,.00,.00,,,.00,6368852.91,6.37,941971.142,,,,IE00BF7PKY65,PGPAHAI ID,,,BF7PKY6,,,,,A2JNGM,,,,,,,PGIF PREFERRED SECURITIES FUND,,,.0000,10.027783,6.761197,1.483137,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,3912396853,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Preferred Securities Fund,HKD D2 Class Income Units,05/05/2023,USD,HKD,8.56,8.57,-.01,-.12,,,.00,6201244.19,6.20,5683484.541,,,,IE00BFNQRS61,PGPSD2H ID,,,BFNQRS6,,,,,A2PDH4,,,,,,,PGIF PREFERRED SECURITIES FUND,,,.0000,8.562401,1.091099,7.847501,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,3912396853,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Preferred Securities Fund,HONG KONG DOLLAR D2 CLASS INCOME PLUS UNITS,05/05/2023,USD,HKD,8.38,8.38,.00,.00,,,.00,2219619.97,2.22,2079552.419,,,,IE00BJLTX980,PPSD2PH ID,,,BJLTX98,,,,,A2P6BM,,,,,,,PGIF PREFERRED SECURITIES FUND,,,.0000,8.376067,1.067355,7.847501,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,3912396853,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Preferred Securities Fund,BRL Hedged I Class Accumulation,05/05/2023,USD,BRL,10.48,10.48,.00,.00,,,.00,920315.68,.92,436351.056,,,,IE00BFNQRL92,,,,BFNQRL9,,,,,,,,,,,,PGIF PREFERRED SECURITIES FUND,,,.0000,10.475877,2.109118,4.966948,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,3912396853,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Preferred Securities Fund,USD F Class Accumulation,05/05/2023,USD,USD,22.86,22.87,-.01,-.04,,,.00,62692691.76,62.69,2742156.416,,,,IE00B3C9X393,PGIPSIF ID,10034786,,B3C9X39,,,,,A0RAP0,,,,,,,PGIF PREFERRED SECURITIES FUND,PPSI,,.0000,22.862551,22.862551,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PPSI,F,0,3912396853,.000000000,.000000,.000000000,G7244L602,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Preferred Securities Fund,USD F Class Income,05/05/2023,USD,USD,10.33,10.33,.00,.00,,,.00,36232428.97,36.23,3508613.699,,,,IE00B44XF072,PGIPSFI ID,10662082,,B44XF07,,,,,A1JBGS,,,,,,,PGIF PREFERRED SECURITIES FUND,PPSI,,.0000,10.326708,10.326708,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PPSI,F,0,3912396853,.000000000,.000000,.000000000,G7244T183,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Preferred Securities Fund,USD I Class Accumulation,05/05/2023,USD,USD,24.01,24.02,-.01,-.04,,,.00,628739326.44,628.74,26186821.110,XD,PSINA,Q2PSIA,IE0032591004,PGIPSIA ID,1601452,,3259100,17104853,,,,813952,,761,,,,,PGIF PREFERRED SECURITIES FUND,PPSI,NA,.0000,24.009761,24.009761,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PRA8,D,0,3912396853,.000000000,.000000,.000000000,G7244L107,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,USD I Class Accumulation,05/05/2023,USD,USD,14.8732,14.8573,.02,.11,,,.00,158674317.72,158.67,10668453.742,,,,IE00B3ZG8W19,PGLTHYI ID,13280660,,B3ZG8W1,,,,,A1JD85,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,14.873225,14.873225,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,USD A Class Accumulation Units,05/05/2023,USD,USD,11.7875,11.7750,.01,.11,,,.00,37681076.98,37.68,3196700.625,,,,IE00B4K81J78,PGGLUAA ID,,,B4K81J7,,,,,A1JD9F,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,11.787490,11.787490,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,USD A Class Income Units,05/05/2023,USD,USD,9.4847,9.4747,.01,.11,,,.00,4843883.12,4.84,510705.378,,,,IE00BDD9NW77,PPGLUAI ID,,,BDD9NW7,,,,,A2AJW1,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,9.484692,9.484692,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,USD I Class Income Units,05/05/2023,USD,USD,9.4190,9.4089,.01,.11,,,.00,14068423.76,14.07,1493628.424,,,,IE00B89Z4873,PGLTHII ID,,,B89Z487,,,,,A2JMCF,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,9.418958,9.418958,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,USD N Class Accumulation Units,05/05/2023,USD,USD,11.3014,11.2893,.01,.11,,,.00,359643.77,.36,31823.000,,,,IE00BD0Q8931,PGLGHNA ID,,,BD0Q893,,,,,A2JMCG,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,11.301379,11.301379,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,D2 Class Income Units,05/05/2023,USD,USD,8.8423,8.8329,.01,.11,,,.00,1019.94,.00,115.348,,,,IE00BD5DHV49,PRGHYD2 ID,,,BD5DHV4,,,,,A2PXJ2,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,8.842286,8.842286,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,D2 CLASS INCOME PLUS UNITS,05/05/2023,USD,USD,8.8440,8.8347,.01,.11,,,.00,1101508.65,1.10,124548.558,,,,IE00BJLTX659,PGLD2PU ID,,,BJLTX65,,,,,A2P6BL,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,8.844010,8.844010,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,USD A2 Class Income Units,05/05/2023,USD,USD,9.0598,9.0502,.01,.11,,,.00,996.13,.00,109.951,,,,IE00BD5DHQ95,PRTHYAU ID,,,BD5DHQ9,,,,,A2QNM0,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,9.059763,9.059763,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,EUR Hedged I Class Accumulation,05/05/2023,USD,EUR,9.0067,8.9976,.01,.10,,,.00,123447954.81,123.45,12453045.000,,,,IE00B4L22Q21,PGHYEHI ID,13195348,,B4L22Q2,,,,,A1JD9H,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,9.006742,9.913074,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,JPY Hedged I Class Accumulation,05/05/2023,USD,JPY,1027.0819,1026.1990,.88,.09,,,.00,135176068.06,135.18,17753767.652,,,,IE00B40SVQ46,PGHYHIA ID,13358644,,B40SVQ4,,,,,A1JD88,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,1027.081867,7.613937,134.894979,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,GBP Hedged I Class Accumulation,05/05/2023,USD,GBP,8.8866,8.8772,.01,.11,,,.00,7837908.41,7.84,699076.125,,,,IE00B40VXP65,PIFHYIG ID,14596510,,B40VXP6,,,,,A1JD89,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,8.886624,11.211810,.792613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,CHF Hedged I Class Accumulation,05/05/2023,USD,CHF,10.0188,10.0098,.01,.09,,,.00,1230056.93,1.23,109593.819,,,,IE00B3ZGRS05,PGPCHIA ID,,,B3ZGRS0,,,,,A1JD86,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,10.018802,11.223780,.892641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,EUR Hedged I2 Class Accumulation,05/05/2023,USD,EUR,9.7610,9.7511,.01,.10,,,.00,15485318.58,15.49,1441396.693,,,,IE00BYN2YK88,PGPEHIA ID,,,BYN2YK8,,,,,A14095,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,9.761038,10.743273,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,GBP Hedged I2 Class Accumulation,05/05/2023,USD,GBP,7.7040,7.6958,.01,.11,,,.00,17610690.64,17.61,1811851.715,,,,IE00BYN2YM03,PGPGHIA ID,,,BYN2YM0,,,,,A14097,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,7.703975,9.719720,.792613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,EUR Hedged A Class Accumulation Units,05/05/2023,USD,EUR,9.5881,9.5785,.01,.10,,,.00,713380.03,.71,67600.420,,,,IE00B45ZQ980,PRTHYAH ID,,,B45ZQ98,,,,,A1JD9E,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,9.588065,10.552893,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,SGD Hedged I Class Accumulation,05/05/2023,USD,SGD,10.5628,10.5519,.01,.10,,,.00,177894.82,.18,22325.446,,,,IE00BD0SDY97,PGHYSHI ID,,,BD0SDY9,,,,,A2JNGV,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,10.562760,7.968254,1.325605,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,EUR Hedged N Class Accumulation Units,05/05/2023,USD,EUR,8.6559,8.6471,.01,.10,,,.00,1844607.04,1.84,193620.037,,,,IE00BD0Q8C66,PGLEHNA ID,,,BD0Q8C6,,,,,A2JMCH,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,8.655915,9.526943,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,HONG KONG DOLLAR D2 CLASS INCOME PLUS UNITS,05/05/2023,USD,HKD,8.9548,8.9458,.01,.10,,,.00,1080966.42,1.08,947297.001,,,,IE00BJLTX766,PGLD2PH ID,,,BJLTX76,,,,,A2P6BK,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,8.954832,1.141106,7.847501,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Post Short Duration High Yield Fund,USD I2 Class Accumulation Units,05/05/2023,USD,USD,12.6623,12.6487,.01,.11,,,.00,34808409.55,34.81,2748978.532,,,,IE00BYN2YH59,PGPUI2A ID,,,BYN2YH5,,,,,A14096,,,,,,,PGIF Post Short Duration High Yield Fund,,,.0000,12.662307,12.662307,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,556144126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Origin Global Emerging Markets Fund,USD I Class Accumulation,05/05/2023,USD,USD,12.26,12.22,.04,.33,,,.00,22416179.31,22.42,1828051.415,,,,IE00B4PCVC77,PGIOIUS ID,23640439,,B4PCVC7,,,,,A12HVH,,,,,,,PGIF Origin Global Emerging Markets Fund,,,.0000,12.262335,12.262335,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,73082004,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Origin Global Emerging Markets Fund,A Class Accumulation Units,05/05/2023,USD,USD,8.96,8.92,.04,.45,,,.00,342864.40,.34,38285.854,,,,IE00B5V61K83,PRGEMAU ID,,,B5V61K8,,,,,A2PW4N,,,,,,,PGIF Origin Global Emerging Markets Fund,,,.0000,8.955381,8.955381,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,73082004,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Origin Global Emerging Markets Fund,GBP I Class Accumulation,05/05/2023,USD,GBP,9.97,9.97,.00,.00,,,.00,2416338.24,2.42,192124.728,,,,IE00B8Y21W66,PGIOGEI ID,21240475,,B8Y21W6,,,,,A14Z09,,,,,,,PGIF Origin Global Emerging Markets Fund,,,.0000,9.968632,12.576925,.792613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,73082004,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Origin Global Emerging Markets Fund,Euro I Class Accumulating Units,05/05/2023,USD,EUR,11.15,11.11,.04,.36,,,.00,27529846.65,27.53,2243941.358,,,,IE00B8BB3Q47,PGIOEIA ID,,,B8BB3Q4,,,,,A2N6U7,,,,,,,PGIF Origin Global Emerging Markets Fund,,,.0000,11.146838,12.268523,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,73082004,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Origin Global Emerging Markets Fund,USD F2 Class Accumulation,05/05/2023,USD,USD,11.55,11.50,.05,.43,,,.00,20374041.15,20.37,1764703.876,,,,IE00BZBWH869,PGIUF2A ID,,,BZBWH86,,,,,A2JNGW,,,,,,,PGIF Origin Global Emerging Markets Fund,,,.0000,11.545303,11.545303,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,73082004,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Origin Global Emerging Markets Fund,D Class Accumulation Units,05/05/2023,USD,USD,9.37,9.34,.03,.32,,,.00,937.25,.00,100.000,,,,IE00BD5DG624,PIFOGDU ID,,,BD5DG62,,,,,A2PM6Z,,,,,,,PGIF Origin Global Emerging Markets Fund,,,.0000,9.372500,9.372500,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,73082004,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Origin Global Emerging Markets Fund,N Class Accumulation Units,05/05/2023,USD,USD,9.66,9.62,.04,.42,,,.00,1796.80,.00,186.000,,,,IE00BD0CX630,PIFOGNU ID,,,BD0CX63,,,,,A2PM60,,,,,,,PGIF Origin Global Emerging Markets Fund,,,.0000,9.660215,9.660215,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,73082004,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Origin Global Smaller Companies Fund,USD I Class Accumulation,05/05/2023,USD,USD,22.96,22.54,.42,1.86,,,.00,3702482.37,3.70,161275.629,,,,IE00B94VTJ31,PGSCIUA ID,21240431,,B94VTJ3,,,,,A1XCJ9,,,,,,,PGIF Origin Smaller Companies,,,.0000,22.957482,22.957482,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,18863261,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Origin Global Smaller Companies Fund,A Class Accumulation Units,05/05/2023,USD,USD,13.01,12.78,.23,1.80,,,.00,6055895.73,6.06,465359.950,,,,IE00B94Z5758,PGIOGAA ID,,,B94Z575,,,,,A2PBH2,,,,,,,PGIF Origin Smaller Companies,,,.0000,13.013358,13.013358,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,18863261,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Origin Global Smaller Companies Fund,GBP I Class Accumulation,05/05/2023,USD,GBP,18.28,18.01,.27,1.50,,,.00,9104882.52,9.10,394809.320,,,,IE00B94QWY42,PGIOSIA ID,21240437,,B94QWY4,,,,,A12HVJ,,,,,,,PGIF Origin Smaller Companies,,,.0000,18.278816,23.061468,.792613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,18863261,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,I Class Accumulation Units,05/05/2023,USD,USD,11.6083,11.5888,.02,.17,,,.00,88384117.47,88.38,7613850.800,,,,IE00BD2ZKP80,PGFUEIU ID,,,BD2ZKP8,,,,,A2H81J,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,11.608333,11.608333,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,A Class Accumulation,05/05/2023,USD,USD,10.6780,10.6603,.02,.17,,,.00,49600022.72,49.60,4645083.782,,,,IE00BD2ZKR05,PGFUEMA ID,,,BD2ZKR0,,,,,A2H81K,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,10.677961,10.677961,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,N Class Accumulation,05/05/2023,USD,USD,10.8625,10.8443,.02,.17,,,.00,45640245.85,45.64,4201648.487,,,,IE00BYP54V67,PGFUEMN ID,,,BYP54V6,,,,,A2PDTM,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,10.862462,10.862462,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,N Class Income,05/05/2023,USD,USD,9.3827,9.3670,.02,.17,,,.00,16189395.08,16.19,1725450.519,,,,IE00BYP54W74,PGFUENI ID,,,BYP54W7,,,,,A2PBCX,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,9.382706,9.382706,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,D CLASS ACCUMULATION UNITS,05/05/2023,USD,USD,10.3433,10.3261,.02,.17,,,.00,64728808.76,64.73,6258055.667,,,,IE00BD5DG178,PIFEMFI ID,,,BD5DG17,,,,,A2PLLZ,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,10.343278,10.343278,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,D CLASS INCOME UNITS,05/05/2023,USD,USD,8.9892,8.9743,.01,.17,,,.00,8992576.65,8.99,1000380.128,,,,IE00BD5DG285,PGFUEDI ID,,,BD5DG28,,,,,A2PGR5,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.989160,8.989160,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,USD A2 Class Income Units ,05/05/2023,USD,USD,8.6994,8.6850,.01,.17,,,.00,24017469.74,24.02,2760814.253,,,,IE00BD5DFJ88,PGFUA2I ID,,,BD5DFJ8,,,,,A2PBCW,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.699415,8.699415,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,I Class Income Units,05/05/2023,USD,USD,9.0585,9.0433,.02,.17,,,.00,47563308.97,47.56,5250703.836,,,,IE00BD2ZKQ97,PGFUEIA ID,,,BD2ZKQ9,,,,,A2PAKR,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,9.058463,9.058463,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,I2 Class Accumulation Units ,05/05/2023,USD,USD,11.8357,11.8158,.02,.17,,,.00,106444541.18,106.44,8993496.698,,,,IE00BYP54N83,PGFUEI2 ID,,,BYP54N8,,,,,A2H8LD,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,11.835724,11.835724,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,I3 ACCUMULATION UNITS,05/05/2023,USD,USD,10.3333,10.3160,.02,.17,,,.00,240305430.76,240.31,23255351.309,,,,IE00BKDW9G15,PGFUEI3 ID,,,BKDW9G1,,,,,A2PNP5,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,10.333339,10.333339,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,I3 INCOME UNITS,05/05/2023,USD,USD,8.6701,8.6556,.01,.17,,,.00,15883951.99,15.88,1832027.709,,,,IE00BKDW9H22,PGFEI3U ID,,,BKDW9H2,,,,,A2PN33,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.670148,8.670148,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
